gatunek;species_name;latin_name;english_name;BUL_SPECIES_NR;Grupa_gat;Nr_grupy_gat;grupa_wieku;code;col
TAW.DE;tawuła;Spiraea densiflora;;965;NA;NA;NA;NA;NA
TAW.DG;tawuła Douglasa;Spiraea douglasii;;966;NA;NA;NA;NA;NA
TAW.J;tawuła japońska;Spiraea japonica;;968;NA;NA;NA;NA;NA
TAW.J.G;tawuła japońska;Spiraea japonica;;969;NA;NA;NA;NA;NA
TAW.J.L;tawuła japońska;Spiraea japonica;;970;NA;NA;NA;NA;NA
TAW.M;tawuła Menziesa;Spiraea menziesii;;971;NA;NA;NA;NA;NA
TAW.Ś;tawuła śliwolistna;Spiraea prunifolia;;973;NA;NA;NA;NA;NA
TAW.WB;tawuła wierzbolistna;Spiraea salicifolia;;976;NA;NA;NA;NA;NA
TAW.T;tawuła Thunberga;Spiraea thunbergii;;974;NA;NA;NA;NA;NA
TAW.H;tawuła van Houtte'a;Spiraea vanhouttei;;967;NA;NA;NA;NA;NA
KŁO.P;kłokoczka południowa;Staphylea pinnata;;650;NA;NA;NA;NA;NA
STE.P;stefanandra pogięta;Stephanandra incisa;;917;NA;NA;NA;NA;NA
STE.T;stefanandra tanaki;Stephanandra tanakae;;918;NA;NA;NA;NA;NA
OSN.PIA;ostnica piaskowa;Stipa borysthenica Klokov;;NA;NA;NA;NA;NA;NA
OSN.JAN;ostnica Jana;Stipa joannis Celak.;;NA;NA;NA;NA;NA;NA
ŚNG.B;śnieguliczka biała;Symphoricarpos albus;;56;NA;NA;NA;NA;NA
ŚNG.C;śnieguliczka Chenaulta;Symphoricarpos chenaultii;;932;NA;NA;NA;NA;NA
ŚNG.K;śnieguliczka koralowa;Symphoricarpos orbiculatus;;933;NA;NA;NA;NA;NA
LIL.A;lilak amurski;Syringa amurensis;;685;NA;NA;NA;NA;NA
SYR.AM.JA;lilak amurski;Syringa amurensis japonica;;921;NA;NA;NA;NA;NA
LIL.C;lilak chiński;Syringa chinensis;;686;NA;NA;NA;NA;NA
LIL.H;lilak hiacyntowy;Syringa hiacithiflora;;687;NA;NA;NA;NA;NA
LIL.J;lilak Josiki;Syringa josikaea;;688;NA;NA;NA;NA;NA
LIL.M;lilak Meyera;Syringa meyeri;;689;NA;NA;NA;NA;NA
LIL.P;lilak perski;Syringa persica;;690;NA;NA;NA;NA;NA
LIL.PR;lilak Prestony;Syringa prestoniae;;691;NA;NA;NA;NA;NA
LIL.Z;lilak zwisły;Syringa reflexa;;693;NA;NA;NA;NA;NA
LIL;lilak pospolity;Syringa vulgaris;;684;NA;NA;NA;NA;NA
LIL.W;lilak Wolfa;Syringa wolfii;;692;NA;NA;NA;NA;NA
TAM.F;tamaryszek francuski;Tamarix gallica;;958;NA;NA;NA;NA;NA
TAM.O;tamaryszek odeski;Tamarix odessana;;959;NA;NA;NA;NA;NA
TAM.D;tamaryszek drobnokwiatowy;Tamarix parviflora;;957;NA;NA;NA;NA;NA
TAM.P;tamaryszek pieciopręcikowy;Tamarix pentandra;;960;NA;NA;NA;NA;NA
TAM.C;tamaryszek czteropręcikowy;Tamarix tetrandra;;956;NA;NA;NA;NA;NA
CPK.B;cypryśnik błotny;Taxodium distichum;;413;NA;NA;NA;NA;NA
CIS.AD;cis pospolity;Taxus baccata;;390;NA;NA;NA;NA;NA
CIS.AE;cis pospolity;Taxus baccata;;391;NA;NA;NA;NA;NA
CIS.FA;cis pospolity;Taxus baccata;;392;NA;NA;NA;NA;NA
CIS.K;cis kanadyjski;Taxus canadensis;;394;NA;NA;NA;NA;NA
CIS.J;cis japoński;Taxus cuspidata;;393;NA;NA;NA;NA;NA
CIS.P;cis pośredni;Taxus media;;395;NA;NA;NA;NA;NA
LEN.BEZ;leniec bezpodkwiatkowy;Thesium ebracteatum;;NA;NA;NA;NA;NA;NA
ŻYW.K;żywotnik koreański;Thuja koraiensis;;1067;NA;NA;NA;NA;NA
ŻYW.Z;żywotnik zachodni;Thuja occidentalis;;25;JD;21;1;JD1;#87CEFA
ŻYW.Z;żywotnik zachodni;Thuja occidentalis;;25;JD;21;2;JD2;#52AFFC
ŻYW.Z;żywotnik zachodni;Thuja occidentalis;;25;JD;21;3;JD3;#1E90FF
ŻYW.Z;żywotnik zachodni;Thuja occidentalis;;25;JD;21;4;JD4;#1E90FF
ŻYW.Z.D;żywotnik zachodni;Thuja occidentalis;;1069;NA;NA;NA;NA;NA
ŻYW.Z.RH;żywotnik zachodni;Thuja occidentalis;;1070;NA;NA;NA;NA;NA
ŻYW.Z.SM;żywotnik zachodni;Thuja occidentalis;;1071;NA;NA;NA;NA;NA
ŻYW.Z.SU;żywotnik zachodni;Thuja occidentalis;;1072;NA;NA;NA;NA;NA
ŻYW.W.AN;żywotnik wschodni;Thuja orientalis;;1068;NA;NA;NA;NA;NA
ŻYW.W;żywotnik wschodni;Thuja orintalis;;205;JD;21;1;JD1;#87CEFA
ŻYW.W;żywotnik wschodni;Thuja orintalis;;205;JD;21;2;JD2;#52AFFC
ŻYW.W;żywotnik wschodni;Thuja orintalis;;205;JD;21;3;JD3;#1E90FF
ŻYW.W;żywotnik wschodni;Thuja orintalis;;205;JD;21;4;JD4;#1E90FF
ŻYW.O;żywotnik olbrzymi;Thuja plicata;;204;JD;21;1;JD1;#87CEFA
ŻYW.O;żywotnik olbrzymi;Thuja plicata;;204;JD;21;2;JD2;#52AFFC
ŻYW.O;żywotnik olbrzymi;Thuja plicata;;204;JD;21;3;JD3;#1E90FF
ŻYW.O;żywotnik olbrzymi;Thuja plicata;;204;JD;21;4;JD4;#1E90FF
ŻYW.J;żywotnik japoński;Thuja standishii;;1066;NA;NA;NA;NA;NA
ŻWC.J;żywotnikowiec japoński;Thujopsis dolabrata;;1061;NA;NA;NA;NA;NA
LP.A;lipa amerykańska;Tilia americana;;696;TP;90;1;TP1;#FFE1E1
LP.A;lipa amerykańska;Tilia americana;;696;TP;90;2;TP2;#FFB4B4
LP.A;lipa amerykańska;Tilia americana;;696;TP;90;3;TP3;#FFB4B4
LP.A;lipa amerykańska;Tilia americana;;696;TP;90;4;TP4;#FF8787
TIL.AM.AM;lipa amerykańska;Tilia americana Ampelophylla;;977;TP;90;1;TP1;#FFE1E1
TIL.AM.AM;lipa amerykańska;Tilia americana Ampelophylla;;977;TP;90;2;TP2;#FFB4B4
TIL.AM.AM;lipa amerykańska;Tilia americana Ampelophylla;;977;TP;90;3;TP3;#FFB4B4
TIL.AM.AM;lipa amerykańska;Tilia americana Ampelophylla;;977;TP;90;4;TP4;#FF8787
TIL.AM.FA;lipa amerykańska;Tilia americana Fastigiata;;978;TP;90;1;TP1;#FFE1E1
TIL.AM.FA;lipa amerykańska;Tilia americana Fastigiata;;978;TP;90;2;TP2;#FFB4B4
TIL.AM.FA;lipa amerykańska;Tilia americana Fastigiata;;978;TP;90;3;TP3;#FFB4B4
TIL.AM.FA;lipa amerykańska;Tilia americana Fastigiata;;978;TP;90;4;TP4;#FF8787
TIL.AM.MA;lipa amerykańska;Tilia americana Macrophylla;;979;TP;90;1;TP1;#FFE1E1
TIL.AM.MA;lipa amerykańska;Tilia americana Macrophylla;;979;TP;90;2;TP2;#FFB4B4
TIL.AM.MA;lipa amerykańska;Tilia americana Macrophylla;;979;TP;90;3;TP3;#FFB4B4
TIL.AM.MA;lipa amerykańska;Tilia americana Macrophylla;;979;TP;90;4;TP4;#FF8787
LP.K;lipa krymska;Tilia euchlora;;701;TP;90;1;TP1;#FFE1E1
LP.K;lipa krymska;Tilia euchlora;;701;TP;90;2;TP2;#FFB4B4
LP.K;lipa krymska;Tilia euchlora;;701;TP;90;3;TP3;#FFB4B4
LP.K;lipa krymska;Tilia euchlora;;701;TP;90;4;TP4;#FF8787
LP.H;lipa holenderska;Tilia europaea;;699;TP;90;1;TP1;#FFE1E1
LP.H;lipa holenderska;Tilia europaea;;699;TP;90;2;TP2;#FFB4B4
LP.H;lipa holenderska;Tilia europaea;;699;TP;90;3;TP3;#FFB4B4
LP.H;lipa holenderska;Tilia europaea;;699;TP;90;4;TP4;#FF8787
LP.J;lipa japońska;Tilia japonica;;700;TP;90;1;TP1;#FFE1E1
LP.J;lipa japońska;Tilia japonica;;700;TP;90;2;TP2;#FFB4B4
LP.J;lipa japońska;Tilia japonica;;700;TP;90;3;TP3;#FFB4B4
LP.J;lipa japońska;Tilia japonica;;700;TP;90;4;TP4;#FF8787
LP.M;lipa Moltkego;Tilia moltkei;;702;TP;90;1;TP1;#FFE1E1
LP.M;lipa Moltkego;Tilia moltkei;;702;TP;90;2;TP2;#FFB4B4
LP.M;lipa Moltkego;Tilia moltkei;;702;TP;90;3;TP3;#FFB4B4
LP.M;lipa Moltkego;Tilia moltkei;;702;TP;90;4;TP4;#FF8787
LP.D;lipa dlugoogonkowa;Tilia petiolaris;;697;TP;90;1;TP1;#FFE1E1
LP.D;lipa dlugoogonkowa;Tilia petiolaris;;697;TP;90;2;TP2;#FFB4B4
LP.D;lipa dlugoogonkowa;Tilia petiolaris;;697;TP;90;3;TP3;#FFB4B4
LP.D;lipa dlugoogonkowa;Tilia petiolaris;;697;TP;90;4;TP4;#FF8787
TIL.PL.LA;lipa szerokolistna;Tilia platyphyllos Laciniata;;980;TP;90;1;TP1;#FFE1E1
TIL.PL.LA;lipa szerokolistna;Tilia platyphyllos Laciniata;;980;TP;90;2;TP2;#FFB4B4
TIL.PL.LA;lipa szerokolistna;Tilia platyphyllos Laciniata;;980;TP;90;3;TP3;#FFB4B4
TIL.PL.LA;lipa szerokolistna;Tilia platyphyllos Laciniata;;980;TP;90;4;TP4;#FF8787
TIL.PL.PA;lipa szerokolistna;Tilia platyphyllos Pyram.Aurea;;981;TP;90;1;TP1;#FFE1E1
TIL.PL.PA;lipa szerokolistna;Tilia platyphyllos Pyram.Aurea;;981;TP;90;2;TP2;#FFB4B4
TIL.PL.PA;lipa szerokolistna;Tilia platyphyllos Pyram.Aurea;;981;TP;90;3;TP3;#FFB4B4
TIL.PL.PA;lipa szerokolistna;Tilia platyphyllos Pyram.Aurea;;981;TP;90;4;TP4;#FF8787
TIL.PL.RU;lipa szerokolistna;Tilia platyphyllos Rubra;;982;TP;90;1;TP1;#FFE1E1
TIL.PL.RU;lipa szerokolistna;Tilia platyphyllos Rubra;;982;TP;90;2;TP2;#FFB4B4
TIL.PL.RU;lipa szerokolistna;Tilia platyphyllos Rubra;;982;TP;90;3;TP3;#FFB4B4
TIL.PL.RU;lipa szerokolistna;Tilia platyphyllos Rubra;;982;TP;90;4;TP4;#FF8787
TIL.PL.VI;lipa szerokolistna;Tilia platyphyllos Vitifolia;;983;TP;90;1;TP1;#FFE1E1
TIL.PL.VI;lipa szerokolistna;Tilia platyphyllos Vitifolia;;983;TP;90;2;TP2;#FFB4B4
TIL.PL.VI;lipa szerokolistna;Tilia platyphyllos Vitifolia;;983;TP;90;3;TP3;#FFB4B4
TIL.PL.VI;lipa szerokolistna;Tilia platyphyllos Vitifolia;;983;TP;90;4;TP4;#FF8787
LP.NO;lipa nieokreślona;Tilia species;;703;TP;90;1;TP1;#FFE1E1
LP.NO;lipa nieokreślona;Tilia species;;703;TP;90;2;TP2;#FFB4B4
LP.NO;lipa nieokreślona;Tilia species;;703;TP;90;3;TP3;#FFB4B4
LP.NO;lipa nieokreślona;Tilia species;;703;TP;90;4;TP4;#FF8787
LP.G;lipa gwiaździsta;Tilia stellata;;698;TP;90;1;TP1;#FFE1E1
LP.G;lipa gwiaździsta;Tilia stellata;;698;TP;90;2;TP2;#FFB4B4
LP.G;lipa gwiaździsta;Tilia stellata;;698;TP;90;3;TP3;#FFB4B4
LP.G;lipa gwiaździsta;Tilia stellata;;698;TP;90;4;TP4;#FF8787
LP.SR;lipa srebrzysta;Tilia tomentosa;;704;TP;90;1;TP1;#FFE1E1
LP.SR;lipa srebrzysta;Tilia tomentosa;;704;TP;90;2;TP2;#FFB4B4
LP.SR;lipa srebrzysta;Tilia tomentosa;;704;TP;90;3;TP3;#FFB4B4
LP.SR;lipa srebrzysta;Tilia tomentosa;;704;TP;90;4;TP4;#FF8787
LP.W;lipa warszawska;Tilia Varsaviensis;;705;TP;90;1;TP1;#FFE1E1
LP.W;lipa warszawska;Tilia Varsaviensis;;705;TP;90;2;TP2;#FFB4B4
LP.W;lipa warszawska;Tilia Varsaviensis;;705;TP;90;3;TP3;#FFB4B4
LP.W;lipa warszawska;Tilia Varsaviensis;;705;TP;90;4;TP4;#FF8787
TOR.K;torreja kalifornijska;Torreya californica;;984;NA;NA;NA;NA;NA
TOR.O;torreja orzechowa;Torreya nucifera;;985;NA;NA;NA;NA;NA
TOC.KAR;tocja karpacka;Tozzia carpatica;;NA;NA;NA;NA;NA;NA
WŁO.CIE;włosocień cienisty;Trichomanes speciosum;;NA;NA;NA;NA;NA;NA
TS.K;choina kanadyjska;Tsuga canadensis;;200;JD;21;1;JD1;#87CEFA
TS.K;choina kanadyjska;Tsuga canadensis;;200;JD;21;2;JD2;#52AFFC
TS.K;choina kanadyjska;Tsuga canadensis;;200;JD;21;3;JD3;#1E90FF
TS.K;choina kanadyjska;Tsuga canadensis;;200;JD;21;4;JD4;#1E90FF
TS.K.N;choina kanadyjska;Tsuga canadensis;;998;NA;NA;NA;NA;NA
TS.KA;choina karolińska;Tsuga caroliniana;;999;NA;NA;NA;NA;NA
TS.C;choina chińska;Tsuga chinensis;;997;NA;NA;NA;NA;NA
TS.R;choina różnolistna;Tsuga diversifolia;;1000;NA;NA;NA;NA;NA
TS.Z;choina zachodnia;Tsuga heterophylla;;1002;NA;NA;NA;NA;NA
TS.S;choina Siebolda;Tsuga sieboldii;;1001;NA;NA;NA;NA;NA
WZ.P;wiąz polny;Ulmus carpinifolia;;1051;DB;40;1;DB1;#D2D2D2
WZ.P;wiąz polny;Ulmus carpinifolia;;1051;DB;40;2;DB2;#AFAFAF
WZ.P;wiąz polny;Ulmus carpinifolia;;1051;DB;40;3;DB3;#8C8C8C
WZ.P;wiąz polny;Ulmus carpinifolia;;1051;DB;40;4;DB4;#8C8C8C
ULM.CA.DA;wiąz polny;Ulmus carpinifolia Dampieri;;1005;DB;40;1;DB1;#D2D2D2
ULM.CA.DA;wiąz polny;Ulmus carpinifolia Dampieri;;1005;DB;40;2;DB2;#AFAFAF
ULM.CA.DA;wiąz polny;Ulmus carpinifolia Dampieri;;1005;DB;40;3;DB3;#8C8C8C
ULM.CA.DA;wiąz polny;Ulmus carpinifolia Dampieri;;1005;DB;40;4;DB4;#8C8C8C
ULM.CA.SU;wiąz polny;Ulmus carpinifolia suberosa;;1006;DB;40;1;DB1;#D2D2D2
ULM.CA.SU;wiąz polny;Ulmus carpinifolia suberosa;;1006;DB;40;2;DB2;#AFAFAF
ULM.CA.SU;wiąz polny;Ulmus carpinifolia suberosa;;1006;DB;40;3;DB3;#8C8C8C
ULM.CA.SU;wiąz polny;Ulmus carpinifolia suberosa;;1006;DB;40;4;DB4;#8C8C8C
ULM.CA.UM;wiąz polny;Ulmus carpinifolia Umbraculif.;;1007;DB;40;1;DB1;#D2D2D2
ULM.CA.UM;wiąz polny;Ulmus carpinifolia Umbraculif.;;1007;DB;40;2;DB2;#AFAFAF
ULM.CA.UM;wiąz polny;Ulmus carpinifolia Umbraculif.;;1007;DB;40;3;DB3;#8C8C8C
ULM.CA.UM;wiąz polny;Ulmus carpinifolia Umbraculif.;;1007;DB;40;4;DB4;#8C8C8C
ULM.CA.VR;wiąz polny;Ulmus carpinifolia Wredei;;1008;DB;40;1;DB1;#D2D2D2
ULM.CA.VR;wiąz polny;Ulmus carpinifolia Wredei;;1008;DB;40;2;DB2;#AFAFAF
ULM.CA.VR;wiąz polny;Ulmus carpinifolia Wredei;;1008;DB;40;3;DB3;#8C8C8C
ULM.CA.VR;wiąz polny;Ulmus carpinifolia Wredei;;1008;DB;40;4;DB4;#8C8C8C
ULM.GL.CA;wiąz górski;Ulmus glabra Camperdownii;;1009;DB;40;1;DB1;#D2D2D2
ULM.GL.CA;wiąz górski;Ulmus glabra Camperdownii;;1009;DB;40;2;DB2;#AFAFAF
ULM.GL.CA;wiąz górski;Ulmus glabra Camperdownii;;1009;DB;40;3;DB3;#8C8C8C
ULM.GL.CA;wiąz górski;Ulmus glabra Camperdownii;;1009;DB;40;4;DB4;#8C8C8C
ULM.GL.EX;wiąz górski;Ulmus glabra Exoniensis;;1010;DB;40;1;DB1;#D2D2D2
ULM.GL.EX;wiąz górski;Ulmus glabra Exoniensis;;1010;DB;40;2;DB2;#AFAFAF
ULM.GL.EX;wiąz górski;Ulmus glabra Exoniensis;;1010;DB;40;3;DB3;#8C8C8C
ULM.GL.EX;wiąz górski;Ulmus glabra Exoniensis;;1010;DB;40;4;DB4;#8C8C8C
ULM.GL.PE;wiąz górski;Ulmus glabra Pendula;;1011;DB;40;1;DB1;#D2D2D2
ULM.GL.PE;wiąz górski;Ulmus glabra Pendula;;1011;DB;40;2;DB2;#AFAFAF
ULM.GL.PE;wiąz górski;Ulmus glabra Pendula;;1011;DB;40;3;DB3;#8C8C8C
ULM.GL.PE;wiąz górski;Ulmus glabra Pendula;;1011;DB;40;4;DB4;#8C8C8C
WZ.SY;wiąz syberyjski;Ulmus pumila;;1053;DB;40;1;DB1;#D2D2D2
WZ.SY;wiąz syberyjski;Ulmus pumila;;1053;DB;40;2;DB2;#AFAFAF
WZ.SY;wiąz syberyjski;Ulmus pumila;;1053;DB;40;3;DB3;#8C8C8C
WZ.SY;wiąz syberyjski;Ulmus pumila;;1053;DB;40;4;DB4;#8C8C8C
ULM.PU.AR;wiąz syberyjski;Ulmus pumila arborea;;1012;DB;40;1;DB1;#D2D2D2
ULM.PU.AR;wiąz syberyjski;Ulmus pumila arborea;;1012;DB;40;2;DB2;#AFAFAF
ULM.PU.AR;wiąz syberyjski;Ulmus pumila arborea;;1012;DB;40;3;DB3;#8C8C8C
ULM.PU.AR;wiąz syberyjski;Ulmus pumila arborea;;1012;DB;40;4;DB4;#8C8C8C
WZ.NO;wiąz nieokreslony;Ulmus species;;1050;DB;40;1;DB1;#D2D2D2
WZ.NO;wiąz nieokreslony;Ulmus species;;1050;DB;40;2;DB2;#AFAFAF
WZ.NO;wiąz nieokreslony;Ulmus species;;1050;DB;40;3;DB3;#8C8C8C
WZ.NO;wiąz nieokreslony;Ulmus species;;1050;DB;40;4;DB4;#8C8C8C
PRZ.ALP;przetacznik alpejski;Veronica alpina;;NA;NA;NA;NA;NA;NA
PRZ.WCZ;przetacznik wczesny;Veronica praecox All.;;NA;NA;NA;NA;NA;NA
KAL.B;kalina Burkwooda;Viburnum burkwoodii;;623;NA;NA;NA;NA;NA
KAL.KR;kalina koreanska;Viburnum carlesii;;627;NA;NA;NA;NA;NA
KAL.W;kalina wonna;Viburnum fragrans;;629;NA;NA;NA;NA;NA
KAL.J;kalina Judda;Viburnum juddii;;625;NA;NA;NA;NA;NA
KAL.H;kalina hordowina;Viburnum lantana;;624;NA;NA;NA;NA;NA
KAL.KA;kalina kanadyjska;Viburnum lentago;;626;NA;NA;NA;NA;NA
KAL.K;kalina koralowa;Viburnum opulus;;36;NA;NA;NA;NA;NA
VIB.OP.RO;kalina koralowa;Viburnum opulus Roseum;;1013;NA;NA;NA;NA;NA
KAL.S;kalina sztywnolistna;Viburnum rhytidophyllum;;628;NA;NA;NA;NA;NA
JEM.J;jemioła jodłowa;Viscum abietis;;613;NA;NA;NA;NA;NA
JEM;jemioła pospolita;Viscum album;;612;NA;NA;NA;NA;NA
JEM.R;jemioła rozpierzchła;Viscum laxum;;614;NA;NA;NA;NA;NA
WŚL.A;winorośl amurska;Vitis amurensis;;1047;NA;NA;NA;NA;NA
WŚL.J;winorośl japońska;Vitis coignetiae;;1048;NA;NA;NA;NA;NA
WŚL.P;winorośl pachnąca;Vitis riparia;;1049;NA;NA;NA;NA;NA
WAJ.C;wajgela cudowna;Weigela florida;;1014;NA;NA;NA;NA;NA
WEI.FL.AL;wajgela cudowna;Weigela florida Alba;;1034;NA;NA;NA;NA;NA
WEI.FL.PU;wajgela cudowna;Weigela florida Purpurea;;1035;NA;NA;NA;NA;NA
WEI.FL.VA;wajgela cudowna;Weigela florida Variegata;;1036;NA;NA;NA;NA;NA
WEI.FL.VE;wajgela cudowna;Weigela florida Venusta;;1037;NA;NA;NA;NA;NA
GLC.K;glicynia kwiecista;Wisteria floribunda;;493;NA;NA;NA;NA;NA
GLC.C;glicynia chińska;Wisteria sinesis;;492;NA;NA;NA;NA;NA
CZR;NA;NA;NA;82;BRZ;60;1;BRZ1;#D2FEFB
CZR;NA;NA;NA;82;BRZ;60;2;BRZ2;#86F3EF
CZR;NA;NA;NA;82;BRZ;60;3;BRZ3;#40E6E7
CZR;NA;NA;NA;82;BRZ;60;4;BRZ4;#40E6E7
WB.SZ;NA;NA;NA;1073;NA;NA;NA;NA;NA
