gatunek;species_name;latin_name;english_name;BUL_SPECIES_NR;Grupa_gat;Nr_grupy_gat;grupa_wieku;code;col
LAW.W;lawenda wąskolistna;Lavandula angustifolia;;672;NA;NA;NA;NA;NA
JĘZ.SYB;języczka syberyjska;Liguralia sibirica;;NA;NA;NA;NA;NA;NA
LIG.A;ligustr amurski;Ligustrum amurense;;674;NA;NA;NA;NA;NA
LIG.OB.RE;ligustr tępolistny;Ligustrum obtusifol.regelianum;;676;NA;NA;NA;NA;NA
LIG.T;ligustr tępolistny;Ligustrum obtusifolium;;677;NA;NA;NA;NA;NA
LIG.J;ligustr jajolistny;Ligustrum ovalifolium;;675;NA;NA;NA;NA;NA
LIG;ligustr pospolity;Ligustrum vulgare;;39;NA;NA;NA;NA;NA
LIG.VU.AT;ligustr pospolity;Ligustrum vulgare Atrovirens;;678;NA;NA;NA;NA;NA
LIG.VU.AU;ligustr pospolity;Ligustrum vulgare Aureum;;679;NA;NA;NA;NA;NA
LIG.VU.CH;ligustr pospolity;Ligustrum vulgare Chlorocarpum;;680;NA;NA;NA;NA;NA
LIG.VU.DE;ligustr pospolity;Ligustrum vulgare Densiflorum;;681;NA;NA;NA;NA;NA
LIG.VU.LO;ligustr pospolity;Ligustrum vulgare Lodense;;682;NA;NA;NA;NA;NA
LIG.VU.PY;ligustr pospolity;Ligustrum vulgare Pyramidale;;683;NA;NA;NA;NA;NA
LNI.WON;lnica wonna;Linaria odora;;NA;NA;NA;NA;NA;NA
LIP.LOE;lipiennik Loesela;Liparis loeselii;;NA;NA;NA;NA;NA;NA
AMB.A;ambrowiec amerykański;Liquidambar styraciflua;;338;NA;NA;NA;NA;NA
TUL.A;tulipanowiec amerykański;Liriodendron tulipifera;;1003;NA;NA;NA;NA;NA
SCH.A;suchodrzew alpejski;Lonicera alpigena;;889;NA;NA;NA;NA;NA
WCK.PR;wiciokrzew przewiercien;Lonicera caprifolium;;1032;NA;NA;NA;NA;NA
SCH.S;suchodrzew siny;Lonicera coeruela;;896;NA;NA;NA;NA;NA
WCK.H;wiciokrzew Heckrotta;Lonicera hecrottii;;1030;NA;NA;NA;NA;NA
SCH.SK;suchodrzew skrytoowocowy;Lonicera involucrata;;897;NA;NA;NA;NA;NA
LON.IN.SE;suchodrzew skrytoowocowy;Lonicera involucrata serotina;;694;NA;NA;NA;NA;NA
SCH.K;suchodrzew Korolkowa;Lonicera korolkowii;;893;NA;NA;NA;NA;NA
SCH.L;suchodrzew Ledeboura;Lonicera ladebourii;;894;NA;NA;NA;NA;NA
SCH.M;suchodrzew Maacka;Lonicera maackii;;895;NA;NA;NA;NA;NA
SCH.C;suchodrzew czarny;Lonicera nigra;;890;NA;NA;NA;NA;NA
SCH.W;suchodrzew wschodni;Lonicera orientalis;;899;NA;NA;NA;NA;NA
WCK.P;wiciokrzew pomorski;Lonicera periclymenum;;1031;NA;NA;NA;NA;NA
SCH.CH;suchodrzew chiński;Lonicera pileata;;891;NA;NA;NA;NA;NA
SCH.CR;suchodrzew ciernisty;Lonicera spinosa;;892;NA;NA;NA;NA;NA
LON.SP.AL;suchodrzew ciernisty;Lonicera spinosa albertii;;695;NA;NA;NA;NA;NA
SCH.T;suchodrzew tatarski;Lonicera tatarica;;898;NA;NA;NA;NA;NA
WCK.T;wiciokrzew Tellmanna;Lonicera tellmanniana;;1033;NA;NA;NA;NA;NA
SCH;suchodrzew pospolity;Lonicera xylosteum;;53;NA;NA;NA;NA;NA
KLC.P;kolcowój pospolity;Lycium halimifolium;;647;NA;NA;NA;NA;NA
MAK.P;żołtnica pomarańczowa;Maclura pomifera;;723;NA;NA;NA;NA;NA
MAG.D;magnolia drzewiasta;Magnolia acuminata;;709;NA;NA;NA;NA;NA
MAG.N;magnolia naga;Magnolia denudata;;713;NA;NA;NA;NA;NA
MAG.J;magnolia japońska;Magnolia kobus;;711;NA;NA;NA;NA;NA
MAG.K;magnolia kobus;Magnolia kobus;;712;NA;NA;NA;NA;NA
MAG.P;magnolia purpurowa;Magnolia liliflora;;714;NA;NA;NA;NA;NA
MAG.SO.NI;magnolia purpurowa;Magnolia liliflora Nigra;;720;NA;NA;NA;NA;NA
MAG.S;magnolia Soulange'a;Magnolia soulangiana;;716;NA;NA;NA;NA;NA
MAG.SO.AL;magnolia Soulange'a;Magnolia soulangiana Alexandr.;;717;NA;NA;NA;NA;NA
MAG.SO.AM;magnolia Soulange'a;Magnolia soulangiana Amabilis;;718;NA;NA;NA;NA;NA
MAG.SO.LE;magnolia Soulange'a;Magnolia soulangiana Lennei;;719;NA;NA;NA;NA;NA
MAG.SO.SP;magnolia Soulange'a;Magnolia soulangiana Speciosa;;721;NA;NA;NA;NA;NA
MAG.G;magnolia gwiaździsta;Magnolia stellata;;710;NA;NA;NA;NA;NA
MAG.PA;magnolia parasolowata;Magnolia tripetala;;715;NA;NA;NA;NA;NA
MAH;mahonia pospolita;Mahonia aquifolium;;722;NA;NA;NA;NA;NA
JB.J;jabłoń jagodowa;Malus baccata;;573;BRZ;60;1;BRZ1;#D2FEFB
JB.J;jabłoń jagodowa;Malus baccata;;573;BRZ;60;2;BRZ2;#86F3EF
JB.J;jabłoń jagodowa;Malus baccata;;573;BRZ;60;3;BRZ3;#40E6E7
JB.J;jabłoń jagodowa;Malus baccata;;573;BRZ;60;4;BRZ4;#40E6E7
JB.K;jabłoń kwiecista;Malus floribunda;;574;BRZ;60;1;BRZ1;#D2FEFB
JB.K;jabłoń kwiecista;Malus floribunda;;574;BRZ;60;2;BRZ2;#86F3EF
JB.K;jabłoń kwiecista;Malus floribunda;;574;BRZ;60;3;BRZ3;#40E6E7
JB.K;jabłoń kwiecista;Malus floribunda;;574;BRZ;60;4;BRZ4;#40E6E7
JB.N;jabłoń niska;Malus pumila;;575;BRZ;60;1;BRZ1;#D2FEFB
JB.N;jabłoń niska;Malus pumila;;575;BRZ;60;2;BRZ2;#86F3EF
JB.N;jabłoń niska;Malus pumila;;575;BRZ;60;3;BRZ3;#40E6E7
JB.N;jabłoń niska;Malus pumila;;575;BRZ;60;4;BRZ4;#40E6E7
MAL.PU.PA;jabłoń niska odm.rajska;Malus pumila paradisiaca;;724;BRZ;60;1;BRZ1;#D2FEFB
MAL.PU.PA;jabłoń niska odm.rajska;Malus pumila paradisiaca;;724;BRZ;60;2;BRZ2;#86F3EF
MAL.PU.PA;jabłoń niska odm.rajska;Malus pumila paradisiaca;;724;BRZ;60;3;BRZ3;#40E6E7
MAL.PU.PA;jabłoń niska odm.rajska;Malus pumila paradisiaca;;724;BRZ;60;4;BRZ4;#40E6E7
JB.P;jabłoń purpurowa;Malus purpurea;;576;BRZ;60;1;BRZ1;#D2FEFB
JB.P;jabłoń purpurowa;Malus purpurea;;576;BRZ;60;2;BRZ2;#86F3EF
JB.P;jabłoń purpurowa;Malus purpurea;;576;BRZ;60;3;BRZ3;#40E6E7
JB.P;jabłoń purpurowa;Malus purpurea;;576;BRZ;60;4;BRZ4;#40E6E7
JB.S;jabłoń Scheideckera;Malus scheideckeri;;577;BRZ;60;1;BRZ1;#D2FEFB
JB.S;jabłoń Scheideckera;Malus scheideckeri;;577;BRZ;60;2;BRZ2;#86F3EF
JB.S;jabłoń Scheideckera;Malus scheideckeri;;577;BRZ;60;3;BRZ3;#40E6E7
JB.S;jabłoń Scheideckera;Malus scheideckeri;;577;BRZ;60;4;BRZ4;#40E6E7
JB;jabłoń dzika;Malus silvestris;;84;BRZ;60;1;BRZ1;#D2FEFB
JB;jabłoń dzika;Malus silvestris;;84;BRZ;60;2;BRZ2;#86F3EF
JB;jabłoń dzika;Malus silvestris;;84;BRZ;60;3;BRZ3;#40E6E7
JB;jabłoń dzika;Malus silvestris;;84;BRZ;60;4;BRZ4;#40E6E7
PAR.DŁU;parzęchlin długoszczecinowy;Meesia longiseta;;NA;NA;NA;NA;NA;NA
PRŁ.ORZ;perłówka orzęsiona;Melica ciliata L.;;NA;NA;NA;NA;NA;NA
MS.C;metasekwoja chińska;Metasequoia glyptostroboides;;748;NA;NA;NA;NA;NA
MW;morwa biała;Morus alba;;96;BRZ;60;1;BRZ1;#D2FEFB
MW;morwa biała;Morus alba;;96;BRZ;60;2;BRZ2;#86F3EF
MW;morwa biała;Morus alba;;96;BRZ;60;3;BRZ3;#40E6E7
MW;morwa biała;Morus alba;;96;BRZ;60;4;BRZ4;#40E6E7
MOR.AL.PE;morwa biała;Morus alba Pendula;;746;BRZ;60;1;BRZ1;#D2FEFB
MOR.AL.PE;morwa biała;Morus alba Pendula;;746;BRZ;60;2;BRZ2;#86F3EF
MOR.AL.PE;morwa biała;Morus alba Pendula;;746;BRZ;60;3;BRZ3;#40E6E7
MOR.AL.PE;morwa biała;Morus alba Pendula;;746;BRZ;60;4;BRZ4;#40E6E7
SZF.MIĘ;szafirek miękkolistny;Muscari comosum (L.) Mill.;;NA;NA;NA;NA;NA;NA
WSN.P;września pobrzeżna;Myricaria germanica;;1046;NA;NA;NA;NA;NA
SZU.ROG;szurpek Rogera;Orthotrichum rogeri;;NA;NA;NA;NA;NA;NA
RUN.J;runianka japońska;Pachysandra terminalis;;875;NA;NA;NA;NA;NA
WIN.P;winobluszcz pięciolistkowy;Parthenocissus quinquefolia;;1039;NA;NA;NA;NA;NA
WIN.T;winobluszcz trójklapowy;Parthenocissus tricuspidata;;1040;NA;NA;NA;NA;NA
WIN.Z;winobluszcz zaroślowy;Parthenocissus vitacea;;1041;NA;NA;NA;NA;NA
GNI.HAC;gnidosz Hacqueta;Pedicularis hacquetii Graf;;NA;NA;NA;NA;NA;NA
GNI.SUD;gnidosz sudecki;Pedicularis sudetica;;NA;NA;NA;NA;NA;NA
KRK.A;korkowiec amurski;Phellodendron amurense;;652;NA;NA;NA;NA;NA
JAŚ.K;jaśminowiec kaukaski;Philadelphus caucasicus;;565;NA;NA;NA;NA;NA
PHI.CA.AU;jaśminowiec kaukaski;Philadelphus caucasicus Aureus;;772;NA;NA;NA;NA;NA
JAŚ.W;jaśminowiec wonny;Philadelphus coronarius;;570;NA;NA;NA;NA;NA
JAŚ.WI;jaśminowiec wierzchotkowy;Philadelphus cymosus;;571;NA;NA;NA;NA;NA
PCY.BO.BL;jaśminowiec wierzchotkowy;Philadelphus cymosus Bouq.Bl.;;766;NA;NA;NA;NA;NA
JAŚ.F;jaśminowiec Falconera;Philadelphus falconeri;;564;NA;NA;NA;NA;NA
JAŚ.L;jaśminowiec Lemoine'a;Philadelphus lemoinei;;566;NA;NA;NA;NA;NA
PHI.LE.ER;jaśminowiec Lemoine'a;Philadelphus lemoinei Erectus;;773;NA;NA;NA;NA;NA
PLE.MA.HE;jaśminowiec Lemoine'a;Philadelphus lemoinei Man.d'H.;;797;NA;NA;NA;NA;NA
JAŚ.WL;jaśminowiec wielkokwiatowy;Philadelphus polyanthus;;572;NA;NA;NA;NA;NA
PHI.PO.NO;jaśminowiec wielkokwiatowy;Philadelphus polyanthus Norma;;774;NA;NA;NA;NA;NA
JAŚ.P;jaśminowiec panieński;Philadelphus virginalis;;567;NA;NA;NA;NA;NA
JAŚ.P.BS;jaśminowiec panieński;Philadelphus virginalis;;568;NA;NA;NA;NA;NA
JAŚ.P.G;jaśminowiec panieński;Philadelphus virginalis;;569;NA;NA;NA;NA;NA
PHI.VI.VI;jaśminowiec panieński;Philadelphus virginalis Virgi.;;775;NA;NA;NA;NA;NA
GŁK.K;głogownik kosmaty;Photinia villosa;;501;NA;NA;NA;NA;NA
PK;pęcherznica kalinolistna;Physocarpus opulifolius;;795;NA;NA;NA;NA;NA
PK.L;pęcherznica kalinolistna;Physocarpus opulifolius;;796;NA;NA;NA;NA;NA
TWŁ.K;tawułowiec kalinolistny;Physocarpus opulifolius;;1004;NA;NA;NA;NA;NA
PHY.OP.LU;tawułowiec kalinolistny;Physocarpus opulifolius Lateus;;776;NA;NA;NA;NA;NA
PIC.AB.CU;świerk pospolity;Picea abies;;787;ŚW;11;1;ŚW1;#D5D2FE
PIC.AB.CU;świerk pospolity;Picea abies;;787;ŚW;11;2;ŚW2;#C1BBFE
PIC.AB.CU;świerk pospolity;Picea abies;;787;ŚW;11;3;ŚW3;#AEA5FF
PIC.AB.CU;świerk pospolity;Picea abies;;787;ŚW;11;4;ŚW4;#AEA5FF
PIC.AB.AR;świerk pospolity;"Picea abies ""Archangelica""";;778;ŚW;11;1;ŚW1;#D5D2FE
PIC.AB.AR;świerk pospolity;"Picea abies ""Archangelica""";;778;ŚW;11;2;ŚW2;#C1BBFE
PIC.AB.AR;świerk pospolity;"Picea abies ""Archangelica""";;778;ŚW;11;3;ŚW3;#AEA5FF
PIC.AB.AR;świerk pospolity;"Picea abies ""Archangelica""";;778;ŚW;11;4;ŚW4;#AEA5FF
PIC.AB.AG;świerk pospolity;"Picea abies ""Argenteospica""";;777;ŚW;11;1;ŚW1;#D5D2FE
PIC.AB.AG;świerk pospolity;"Picea abies ""Argenteospica""";;777;ŚW;11;2;ŚW2;#C1BBFE
PIC.AB.AG;świerk pospolity;"Picea abies ""Argenteospica""";;777;ŚW;11;3;ŚW3;#AEA5FF
PIC.AB.AG;świerk pospolity;"Picea abies ""Argenteospica""";;777;ŚW;11;4;ŚW4;#AEA5FF
PIC.AB.AU;świerk pospolity;"Picea abies ""Aurea""";;779;ŚW;11;1;ŚW1;#D5D2FE
PIC.AB.AU;świerk pospolity;"Picea abies ""Aurea""";;779;ŚW;11;2;ŚW2;#C1BBFE
PIC.AB.AU;świerk pospolity;"Picea abies ""Aurea""";;779;ŚW;11;3;ŚW3;#AEA5FF
PIC.AB.AU;świerk pospolity;"Picea abies ""Aurea""";;779;ŚW;11;4;ŚW4;#AEA5FF
PIC.AB.BA;świerk pospolity;"Picea abies ""Barryi""";;780;ŚW;11;1;ŚW1;#D5D2FE
PIC.AB.BA;świerk pospolity;"Picea abies ""Barryi""";;780;ŚW;11;2;ŚW2;#C1BBFE
PIC.AB.BA;świerk pospolity;"Picea abies ""Barryi""";;780;ŚW;11;3;ŚW3;#AEA5FF
PIC.AB.BA;świerk pospolity;"Picea abies ""Barryi""";;780;ŚW;11;4;ŚW4;#AEA5FF
PIC.AB.BI;świerk pospolity;"Picea abies ""Biformis""";;781;ŚW;11;1;ŚW1;#D5D2FE
PIC.AB.BI;świerk pospolity;"Picea abies ""Biformis""";;781;ŚW;11;2;ŚW2;#C1BBFE
PIC.AB.BI;świerk pospolity;"Picea abies ""Biformis""";;781;ŚW;11;3;ŚW3;#AEA5FF
PIC.AB.BI;świerk pospolity;"Picea abies ""Biformis""";;781;ŚW;11;4;ŚW4;#AEA5FF
PIC.AB.CI;świerk pospolity;"Picea abies ""Cincinnata""";;783;ŚW;11;1;ŚW1;#D5D2FE
PIC.AB.CI;świerk pospolity;"Picea abies ""Cincinnata""";;783;ŚW;11;2;ŚW2;#C1BBFE
PIC.AB.CI;świerk pospolity;"Picea abies ""Cincinnata""";;783;ŚW;11;3;ŚW3;#AEA5FF
PIC.AB.CI;świerk pospolity;"Picea abies ""Cincinnata""";;783;ŚW;11;4;ŚW4;#AEA5FF
PIC.AB.CL;świerk pospolity;"Picea abies ""Clanbrassiliana""";;784;ŚW;11;1;ŚW1;#D5D2FE
PIC.AB.CL;świerk pospolity;"Picea abies ""Clanbrassiliana""";;784;ŚW;11;2;ŚW2;#C1BBFE
PIC.AB.CL;świerk pospolity;"Picea abies ""Clanbrassiliana""";;784;ŚW;11;3;ŚW3;#AEA5FF
PIC.AB.CL;świerk pospolity;"Picea abies ""Clanbrassiliana""";;784;ŚW;11;4;ŚW4;#AEA5FF
PIC.AB.CO;świerk pospolity;"Picea abies ""Columnaris""";;786;ŚW;11;1;ŚW1;#D5D2FE
PIC.AB.CO;świerk pospolity;"Picea abies ""Columnaris""";;786;ŚW;11;2;ŚW2;#C1BBFE
PIC.AB.CO;świerk pospolity;"Picea abies ""Columnaris""";;786;ŚW;11;3;ŚW3;#AEA5FF
PIC.AB.CO;świerk pospolity;"Picea abies ""Columnaris""";;786;ŚW;11;4;ŚW4;#AEA5FF
PIC.AB.CM;świerk pospolity;"Picea abies ""Compacta""";;785;ŚW;11;1;ŚW1;#D5D2FE
PIC.AB.CM;świerk pospolity;"Picea abies ""Compacta""";;785;ŚW;11;2;ŚW2;#C1BBFE
PIC.AB.CM;świerk pospolity;"Picea abies ""Compacta""";;785;ŚW;11;3;ŚW3;#AEA5FF
PIC.AB.CM;świerk pospolity;"Picea abies ""Compacta""";;785;ŚW;11;4;ŚW4;#AEA5FF
PIC.AB.NI;świerk pospolity;"Picea abies ""Nidiformis""";;788;ŚW;11;1;ŚW1;#D5D2FE
PIC.AB.NI;świerk pospolity;"Picea abies ""Nidiformis""";;788;ŚW;11;2;ŚW2;#C1BBFE
PIC.AB.NI;świerk pospolity;"Picea abies ""Nidiformis""";;788;ŚW;11;3;ŚW3;#AEA5FF
PIC.AB.NI;świerk pospolity;"Picea abies ""Nidiformis""";;788;ŚW;11;4;ŚW4;#AEA5FF
PIC.AB.PA;świerk pospolity;"Picea abies ""Parvifolia""";;789;ŚW;11;1;ŚW1;#D5D2FE
PIC.AB.PA;świerk pospolity;"Picea abies ""Parvifolia""";;789;ŚW;11;2;ŚW2;#C1BBFE
PIC.AB.PA;świerk pospolity;"Picea abies ""Parvifolia""";;789;ŚW;11;3;ŚW3;#AEA5FF
PIC.AB.PA;świerk pospolity;"Picea abies ""Parvifolia""";;789;ŚW;11;4;ŚW4;#AEA5FF
PIC.AB.PE;świerk pospolity;"Picea abies ""Pendula""";;790;ŚW;11;1;ŚW1;#D5D2FE
PIC.AB.PE;świerk pospolity;"Picea abies ""Pendula""";;790;ŚW;11;2;ŚW2;#C1BBFE
PIC.AB.PE;świerk pospolity;"Picea abies ""Pendula""";;790;ŚW;11;3;ŚW3;#AEA5FF
PIC.AB.PE;świerk pospolity;"Picea abies ""Pendula""";;790;ŚW;11;4;ŚW4;#AEA5FF
PIC.AB.PR;świerk pospolity;"Picea abies ""Procumbens""";;791;ŚW;11;1;ŚW1;#D5D2FE
PIC.AB.PR;świerk pospolity;"Picea abies ""Procumbens""";;791;ŚW;11;2;ŚW2;#C1BBFE
PIC.AB.PR;świerk pospolity;"Picea abies ""Procumbens""";;791;ŚW;11;3;ŚW3;#AEA5FF
PIC.AB.PR;świerk pospolity;"Picea abies ""Procumbens""";;791;ŚW;11;4;ŚW4;#AEA5FF
PIC.AB.TU;świerk pospolity;"Picea abies ""Tuberculata""";;792;ŚW;11;1;ŚW1;#D5D2FE
PIC.AB.TU;świerk pospolity;"Picea abies ""Tuberculata""";;792;ŚW;11;2;ŚW2;#C1BBFE
PIC.AB.TU;świerk pospolity;"Picea abies ""Tuberculata""";;792;ŚW;11;3;ŚW3;#AEA5FF
PIC.AB.TU;świerk pospolity;"Picea abies ""Tuberculata""";;792;ŚW;11;4;ŚW4;#AEA5FF
PIC.AB.VI;świerk pospolity;"Picea abies ""Viminalis""";;793;ŚW;11;1;ŚW1;#D5D2FE
PIC.AB.VI;świerk pospolity;"Picea abies ""Viminalis""";;793;ŚW;11;2;ŚW2;#C1BBFE
PIC.AB.VI;świerk pospolity;"Picea abies ""Viminalis""";;793;ŚW;11;3;ŚW3;#AEA5FF
PIC.AB.VI;świerk pospolity;"Picea abies ""Viminalis""";;793;ŚW;11;4;ŚW4;#AEA5FF
PIC.AB.CA;świerk pospolity;Picea abies carpathica;;782;ŚW;11;1;ŚW1;#D5D2FE
PIC.AB.CA;świerk pospolity;Picea abies carpathica;;782;ŚW;11;2;ŚW2;#C1BBFE
PIC.AB.CA;świerk pospolity;Picea abies carpathica;;782;ŚW;11;3;ŚW3;#AEA5FF
PIC.AB.CA;świerk pospolity;Picea abies carpathica;;782;ŚW;11;4;ŚW4;#AEA5FF
ŚW.C;świerk chiński;Picea asperata;;939;ŚW;11;1;ŚW1;#D5D2FE
ŚW.C;świerk chiński;Picea asperata;;939;ŚW;11;2;ŚW2;#C1BBFE
ŚW.C;świerk chiński;Picea asperata;;939;ŚW;11;3;ŚW3;#AEA5FF
ŚW.C;świerk chiński;Picea asperata;;939;ŚW;11;4;ŚW4;#AEA5FF
ŚW.D;świerk dwubarwny;Picea bicolor;;941;ŚW;11;1;ŚW1;#D5D2FE
ŚW.D;świerk dwubarwny;Picea bicolor;;941;ŚW;11;2;ŚW2;#C1BBFE
ŚW.D;świerk dwubarwny;Picea bicolor;;941;ŚW;11;3;ŚW3;#AEA5FF
ŚW.D;świerk dwubarwny;Picea bicolor;;941;ŚW;11;4;ŚW4;#AEA5FF
ŚW.S;świerk Sargenta;Picea brachytyla;;948;ŚW;11;1;ŚW1;#D5D2FE
ŚW.S;świerk Sargenta;Picea brachytyla;;948;ŚW;11;2;ŚW2;#C1BBFE
ŚW.S;świerk Sargenta;Picea brachytyla;;948;ŚW;11;3;ŚW3;#AEA5FF
ŚW.S;świerk Sargenta;Picea brachytyla;;948;ŚW;11;4;ŚW4;#AEA5FF
ŚW.BR;świerk Brewera;Picea breweriana;;938;ŚW;11;1;ŚW1;#D5D2FE
ŚW.BR;świerk Brewera;Picea breweriana;;938;ŚW;11;2;ŚW2;#C1BBFE
ŚW.BR;świerk Brewera;Picea breweriana;;938;ŚW;11;3;ŚW3;#AEA5FF
ŚW.BR;świerk Brewera;Picea breweriana;;938;ŚW;11;4;ŚW4;#AEA5FF
ŚW.E;świerk Engelmanna;Picea engelmannii;;942;ŚW;11;1;ŚW1;#D5D2FE
ŚW.E;świerk Engelmanna;Picea engelmannii;;942;ŚW;11;2;ŚW2;#C1BBFE
ŚW.E;świerk Engelmanna;Picea engelmannii;;942;ŚW;11;3;ŚW3;#AEA5FF
ŚW.E;świerk Engelmanna;Picea engelmannii;;942;ŚW;11;4;ŚW4;#AEA5FF
ŚW.B;świerk biały;Picea glauca;;935;ŚW;11;1;ŚW1;#D5D2FE
ŚW.B;świerk biały;Picea glauca;;935;ŚW;11;2;ŚW2;#C1BBFE
ŚW.B;świerk biały;Picea glauca;;935;ŚW;11;3;ŚW3;#AEA5FF
ŚW.B;świerk biały;Picea glauca;;935;ŚW;11;4;ŚW4;#AEA5FF
ŚW.B.AG;świerk biały;Picea glauca;;936;ŚW;11;1;ŚW1;#D5D2FE
ŚW.B.AG;świerk biały;Picea glauca;;936;ŚW;11;2;ŚW2;#C1BBFE
ŚW.B.AG;świerk biały;Picea glauca;;936;ŚW;11;3;ŚW3;#AEA5FF
ŚW.B.AG;świerk biały;Picea glauca;;936;ŚW;11;4;ŚW4;#AEA5FF
ŚW.B.C;świerk biały;Picea glauca;;937;ŚW;11;1;ŚW1;#D5D2FE
ŚW.B.C;świerk biały;Picea glauca;;937;ŚW;11;2;ŚW2;#C1BBFE
ŚW.B.C;świerk biały;Picea glauca;;937;ŚW;11;3;ŚW3;#AEA5FF
ŚW.B.C;świerk biały;Picea glauca;;937;ŚW;11;4;ŚW4;#AEA5FF
ŚW.SA;świerk sachalinski;Picea glehnii;;NA;ŚW;11;1;ŚW1;#D5D2FE
ŚW.SA;świerk sachalinski;Picea glehnii;;NA;ŚW;11;2;ŚW2;#C1BBFE
ŚW.SA;świerk sachalinski;Picea glehnii;;NA;ŚW;11;3;ŚW3;#AEA5FF
ŚW.SA;świerk sachalinski;Picea glehnii;;NA;ŚW;11;4;ŚW4;#AEA5FF
ŚW.S.A.;świerk sachalinski;Picea glehnii;;949;ŚW;11;1;ŚW1;#D5D2FE
ŚW.S.A.;świerk sachalinski;Picea glehnii;;949;ŚW;11;2;ŚW2;#C1BBFE
ŚW.S.A.;świerk sachalinski;Picea glehnii;;949;ŚW;11;3;ŚW3;#AEA5FF
ŚW.S.A.;świerk sachalinski;Picea glehnii;;949;ŚW;11;4;ŚW4;#AEA5FF
ŚW.A;świerk ajański;Picea jezoensis;;934;ŚW;11;1;ŚW1;#D5D2FE
ŚW.A;świerk ajański;Picea jezoensis;;934;ŚW;11;2;ŚW2;#C1BBFE
ŚW.A;świerk ajański;Picea jezoensis;;934;ŚW;11;3;ŚW3;#AEA5FF
ŚW.A;świerk ajański;Picea jezoensis;;934;ŚW;11;4;ŚW4;#AEA5FF
ŚW.J;świerk japoński;Picea koyamai;;944;ŚW;11;1;ŚW1;#D5D2FE
ŚW.J;świerk japoński;Picea koyamai;;944;ŚW;11;2;ŚW2;#C1BBFE
ŚW.J;świerk japoński;Picea koyamai;;944;ŚW;11;3;ŚW3;#AEA5FF
ŚW.J;świerk japoński;Picea koyamai;;944;ŚW;11;4;ŚW4;#AEA5FF
ŚW.L;świerk likiangeński;Picea likiangensis;;947;ŚW;11;1;ŚW1;#D5D2FE
ŚW.L;świerk likiangeński;Picea likiangensis;;947;ŚW;11;2;ŚW2;#C1BBFE
ŚW.L;świerk likiangeński;Picea likiangensis;;947;ŚW;11;3;ŚW3;#AEA5FF
ŚW.L;świerk likiangeński;Picea likiangensis;;947;ŚW;11;4;ŚW4;#AEA5FF
ŚW.CZ;świerk czarny;Picea mariana;;940;ŚW;11;1;ŚW1;#D5D2FE
ŚW.CZ;świerk czarny;Picea mariana;;940;ŚW;11;2;ŚW2;#C1BBFE
ŚW.CZ;świerk czarny;Picea mariana;;940;ŚW;11;3;ŚW3;#AEA5FF
ŚW.CZ;świerk czarny;Picea mariana;;940;ŚW;11;4;ŚW4;#AEA5FF
ŚW.SY;świerk syberyjski;Picea obovata;;953;ŚW;11;1;ŚW1;#D5D2FE
ŚW.SY;świerk syberyjski;Picea obovata;;953;ŚW;11;2;ŚW2;#C1BBFE
ŚW.SY;świerk syberyjski;Picea obovata;;953;ŚW;11;3;ŚW3;#AEA5FF
ŚW.SY;świerk syberyjski;Picea obovata;;953;ŚW;11;4;ŚW4;#AEA5FF
ŚW.SE;świerk serbski;Picea omorika;;950;ŚW;11;1;ŚW1;#D5D2FE
ŚW.SE;świerk serbski;Picea omorika;;950;ŚW;11;2;ŚW2;#C1BBFE
ŚW.SE;świerk serbski;Picea omorika;;950;ŚW;11;3;ŚW3;#AEA5FF
ŚW.SE;świerk serbski;Picea omorika;;950;ŚW;11;4;ŚW4;#AEA5FF
ŚW.K;świerk kaukaski;Picea orientalis;;945;ŚW;11;1;ŚW1;#D5D2FE
ŚW.K;świerk kaukaski;Picea orientalis;;945;ŚW;11;2;ŚW2;#C1BBFE
ŚW.K;świerk kaukaski;Picea orientalis;;945;ŚW;11;3;ŚW3;#AEA5FF
ŚW.K;świerk kaukaski;Picea orientalis;;945;ŚW;11;4;ŚW4;#AEA5FF
ŚW.KB;świerk kłujący;Picea pungens;;946;ŚW;11;1;ŚW1;#D5D2FE
ŚW.KB;świerk kłujący;Picea pungens;;946;ŚW;11;2;ŚW2;#C1BBFE
ŚW.KB;świerk kłujący;Picea pungens;;946;ŚW;11;3;ŚW3;#AEA5FF
ŚW.KB;świerk kłujący;Picea pungens;;946;ŚW;11;4;ŚW4;#AEA5FF
ŚW.SR;świerk srebrny;Picea pungens;;952;ŚW;11;1;ŚW1;#D5D2FE
ŚW.SR;świerk srebrny;Picea pungens;;952;ŚW;11;2;ŚW2;#C1BBFE
ŚW.SR;świerk srebrny;Picea pungens;;952;ŚW;11;3;ŚW3;#AEA5FF
ŚW.SR;świerk srebrny;Picea pungens;;952;ŚW;11;4;ŚW4;#AEA5FF
ŚW.SI;świerk sitkajski;Picea sitchensis;;951;ŚW;11;1;ŚW1;#D5D2FE
ŚW.SI;świerk sitkajski;Picea sitchensis;;951;ŚW;11;2;ŚW2;#C1BBFE
ŚW.SI;świerk sitkajski;Picea sitchensis;;951;ŚW;11;3;ŚW3;#AEA5FF
ŚW.SI;świerk sitkajski;Picea sitchensis;;951;ŚW;11;4;ŚW4;#AEA5FF
ŚW.H;świerk himalajski;Picea smithiana;;943;ŚW;11;1;ŚW1;#D5D2FE
