X;GAT;SPECIES_NUM;GAT_NAZWA;LATIN_NAME;SHRUBTREE_FL;BOT_SPECIES;BOT_GENUS;FOMATREE_GRP;ACT_TREE_GRP;BOT_NAME;WOOD_KIND_FL;TAX_TREE_GRP;BUL_SPECIES_NR;GRP_H;GRP_V;WORTH_GRP;AVG_CUT_AGE;AGE1;AGE2;NR_CYKLU;GRP_P_BDL;GRP_TH;GRP_P;GRP_V_TAB
161;DBK.O;830100;dąbik ośmiopłatkowy;Dryas octopetala;K;dębik;;;;NA;L;NA;443;;;;NA;NA;NA;4;;;;
162;DER.B;1220100;dereń biały;Cornus alba;K;dereń;;;;NA;L;NA;34;;;;NA;NA;NA;4;;;;
163;DER.J;1220400;dereń jadalny;Cornus mas;K;dereń;;;;NA;L;NA;444;;;;NA;NA;NA;4;;;;
164;DER.K;1220500;dereń kousa;Cornus kousa;K;dereń;;;;NA;L;NA;445;;;;NA;NA;NA;4;;;;
165;DER.R;1220200;dereń rozłogowy;Cornus stolonifera;K;dereń;;;;NA;L;NA;446;;;;NA;NA;NA;4;;;;
166;DER.Ś;1220300;dereń świdwa;Cornus sanguinea;K;dereń;;;;NA;L;NA;55;;;;NA;NA;NA;4;;;;
167;DEU.GR.CA;560202;żylistek różowy;Deutzia rosea Campanulata;K;żylistek;"odm.""""Campanulata""""";;;NA;L;NA;447;;;;NA;NA;NA;4;;;;
168;DEU.GR.GR;560201;żylistek różowy;Deutzia rosea Grandiflora;K;żylistek;"odm.""""Grandiflora""""";;;NA;L;NA;448;;;;NA;NA;NA;4;;;;
169;DEU.SC.CA;560304;żylistek szorstki;Deutzia scabra Candidissima;K;żylistek;"odm.""""Candidissima""""";;;NA;L;NA;449;;;;NA;NA;NA;4;;;;
170;DEU.SC.PL;560302;żylistek szorstki;Deutzia scabra Plena;K;żylistek;"odm.""""Plena""""";;;NA;L;NA;450;;;;NA;NA;NA;4;;;;
171;DEU.SC.PR;560303;żylistek szorstki;Deutzia scabra Pr. of Rochest.;K;żylistek;"odm.""""Pride of Rochester""""";;;NA;L;NA;451;;;;NA;NA;NA;4;;;;
172;DEU.SC.VA;560301;żylistek szorstki;Deutzia scabra Watereri;K;żylistek;"odm.""""Watereri""""";;;NA;L;NA;452;;;;NA;NA;NA;4;;;;
173;DG;50100;daglezja zielona;Pseudotsuga menziesii;D;daglezja;;JD;JD;NA;I;NA;23;DG;DG;JD;120;10;15;4;DG;DG;JD;JD
174;DG.S;50200;daglezja szara;Pseudotsuga caesia;D;daglezja;;JD;JD;NA;I;NA;206;DG;DG;JD;120;10;15;4;DG;DG;JD;JD
175;DŁW.A;1080200;dławisz amerykański;Celastrus scandens;K;dławisz;;;;NA;L;NA;453;;;;NA;NA;NA;4;;;;
176;DŁW.O;1080100;dławisz okrągłolistny;Celastrus orbiculata;K;dławisz;;;;NA;L;NA;454;;;;NA;NA;NA;4;;;;
177;EGZ.W;680100;egzochorda wielkokwiatowa;Exochorda racemosa;K;egzochorda;;;;NA;L;NA;455;;;;NA;NA;NA;4;;;;
178;EUO.FO.GR;1070402;trzmielina Fortune'a;Euonymus fortunei Gracilis;K;trzmielina;odm.pstrolistna;;;NA;L;NA;456;;;;NA;NA;NA;4;;;;
179;EUO.FO.RA;1070401;trzmielina Fortune'a;Euonymus fortunei radicans;K;trzmielina;odm.położona;;;NA;L;NA;457;;;;NA;NA;NA;4;;;;
180;EUO.NA.TU;1070501;trzmielina niska;Euonymus nana turkestanica;K;trzmielina;odm.turkiestanska;;;NA;L;NA;458;;;;NA;NA;NA;4;;;;
181;FAG.SI.AS;300107;buk pospolity;Fagus silvatica Asplenifolia;D;buk;"odm.""""Asplenifolia""""";BK;BK;NA;L;NA;459;BK;BK;;NA;25;35;4;BK;BK;BK;BK
182;FAG.SI.AT;300101;buk pospolity;Fagus silvatica Atropunicea;D;buk;"odm.""""Atropunicea""""";BK;BK;NA;L;NA;460;BK;BK;;NA;25;35;4;BK;BK;BK;BK
183;FAG.SI.CU;300102;buk pospolity;Fagus silvatica Cuprea;D;buk;"odm.""""Cuprea""""";BK;BK;NA;L;NA;461;BK;BK;;NA;25;35;4;BK;BK;BK;BK
184;FAG.SI.FA;300108;buk pospolity;Fagus silvatica Fastigiata;D;buk;"odm.""""Fastigiata""""";BK;BK;NA;L;NA;462;BK;BK;;NA;25;35;4;BK;BK;BK;BK
185;FAG.SI.PE;300103;buk pospolity;Fagus silvatica Pendula;D;buk;"odm.""""Pendula""""";BK;BK;NA;L;NA;463;BK;BK;;NA;25;35;4;BK;BK;BK;BK
186;FAG.SI.RO;300105;buk pospolity;Fagus silvatica Roseomarginata;D;buk;"odm.""""Roseomarginata""""";BK;BK;NA;L;NA;464;BK;BK;;NA;25;35;4;BK;BK;BK;BK
187;FAG.SI.ZL;300106;buk pospolity;Fagus silvatica Zlatia;D;buk;"odm.""""Zlatia""""";BK;BK;NA;L;NA;465;BK;BK;;NA;25;35;4;BK;BK;BK;BK
188;FOR.IN.DE;1270204;forsycja pośrednia;Forsythia intermedia Densifl.;K;forsycja;odm.gŕstokwiatowa;;;NA;L;NA;466;;;;NA;NA;NA;4;;;;
189;FOR.IN.NA;1270205;forsycja pośrednia;Forsythia intermedia Nana;K;forsycja;odm.karłowa;;;NA;L;NA;467;;;;NA;NA;NA;4;;;;
190;FOR.IN.PR;1270203;forsycja pośrednia;Forsythia intermedia Primulina;K;forsycja;odm.pierwiosnkowa;;;NA;L;NA;468;;;;NA;NA;NA;4;;;;
191;FOR.IN.SP;1270201;forsycja pośrednia;Forsythia intermedia Spectab.;K;forsycja;odm.okazala;;;NA;L;NA;469;;;;NA;NA;NA;4;;;;
192;FOR.IN.SS;1270206;forsycja pośrednia;Forsythia intermedia;K;forsycja;odm. Spectabilis;;;NA;L;NA;470;;;;NA;NA;NA;4;;;;
193;FOR.IN.VI;1270202;forsycja pośrednia;Forsythia intermedia Vitellina;K;forsycja;odm.ciemnożółta;;;NA;L;NA;471;;;;NA;NA;NA;4;;;;
194;FOR.SU.FO;1270102;forsycja zwisająca;Forsythia suspensa fortune'a;K;forsycja;odm.Fortune'a;;;NA;L;NA;472;;;;NA;NA;NA;4;;;;
195;FOR.SU.SI;1270101;forsycja zwisająca;Forsythia suspensa sieboldii;K;forsycja;odm.Siebolda;;;NA;L;NA;473;;;;NA;NA;NA;4;;;;
196;FOT.A;610100;fotergilia amerykańska;Fothergilla major;K;fotergilia;;;;NA;L;NA;474;;;;NA;NA;NA;4;;;;
197;FRA.EX.AP;340105;jesion wyniosły;Fraxinus excelsior Aurea Pend.;D;jesion;odm.złotokora zwisająca;DB;JS;NA;L;NA;475;BK;BK;;NA;15;20;4;JS;BK;DB;DB
198;FRA.EX.AU;340104;jesion wyniosły;Fraxinus excelsior Aurea;D;jesion;odm.złotokora;DB;JS;NA;L;NA;476;BK;BK;;NA;15;20;4;JS;BK;DB;DB
199;FRA.EX.DI;340102;jesion wyniosły;Fraxinus excelsior Diversifoli;D;jesion;odm.jednolistna;DB;JS;NA;L;NA;477;BK;BK;;NA;15;20;4;JS;BK;DB;DB
200;FRA.EX.EL;340107;jesion wyniosły;Fraxinus excelsior Elegantiss.;D;jesion;odm.drobnolistna;DB;JS;NA;L;NA;478;BK;BK;;NA;15;20;4;JS;BK;DB;DB
201;FRA.EX.HP;340103;jesion wyniosły;Fraxinus excel. Heteroph.Pend.;D;jesion;odm.jednolistna zwisająca;DB;JS;NA;L;NA;479;BK;BK;;NA;15;20;4;JS;BK;DB;DB
202;FRA.EX.NA;340106;jesion wyniosły;Fraxinus excelsior Nana;D;jesion;odm.kulista;DB;JS;NA;L;NA;480;BK;BK;;NA;15;20;4;JS;BK;DB;DB
203;FRA.EX.PE;340101;jesion wyniosły;Fraxinus excelsior Pendula;D;jesion;odm.zwisająca;DB;JS;NA;L;NA;481;BK;BK;;NA;15;20;4;JS;BK;DB;DB
204;FRA.PE.AU;340202;jesion pensylwanski;Fraxinus pennsylva. Aucubae.;D;jesion;odm.pstrolistna;DB;JS;NA;L;NA;482;BK;BK;;NA;15;20;4;JS;BK;DB;DB
205;FRA.PE.CR;340203;jesion pensylwanski;Fraxinus pennsylvanica Crispa;D;jesion;odm.kulista;DB;JS;NA;L;NA;483;BK;BK;;NA;15;20;4;JS;BK;DB;DB
206;FRA.PE.LA;340201;jesion pensylwanski;Fraxinus pennsylvanica lanceo.;D;jesion;odm.wąskolistna;DB;JS;NA;L;NA;484;BK;BK;;NA;15;20;4;JS;BK;DB;DB
207;FRS.E;1270500;forsycja europejska;Forsythia europaea;K;forsycja;;;;NA;L;NA;485;;;;NA;NA;NA;4;;;;
208;FRS.K;1270400;forsycja koreańska;Forsythia ovata;K;forsycja;;;;NA;L;NA;486;;;;NA;NA;NA;4;;;;
209;FRS.KO;1270600;forsycja Kobendzy;Forsythia kobendzae;K;forsycja;;;;NA;L;NA;487;;;;NA;NA;NA;4;;;;
210;FRS.M;1270300;forsycja 'Maluch';Forsythia 'Maluch';K;forsycja;;;;NA;L;NA;488;;;;NA;NA;NA;4;;;;
211;FRS.P;1270200;forsycja pośrednia;Forsythia intermedia;K;forsycja;;;;NA;L;NA;489;;;;NA;NA;NA;4;;;;
212;FRS.Z;1270100;forsycja zwisająca;Forsythia suspensa;K;forsycja;;;;NA;L;NA;490;;;;NA;NA;NA;4;;;;
213;FSI.PU.PE;300104;buk pospolity;Fagus silvatica Purpurea Pend.;D;buk;"odm.""""Purpurea Pendula""""";BK;BK;NA;L;NA;491;BK;BK;;NA;25;35;4;BK;BK;BK;BK
214;GB;350100;grab pospolity;Carpinus betulus;D;grab;;GB;DB;NA;L;NA;50;GB;GB;GB;80;20;30;4;GB;GB;BK;BK
215;GLC.C;930200;glicynia chińska;Wisteria sinesis;K;glicynia;;;;NA;L;NA;492;;;;NA;NA;NA;4;;;;
216;GLC.K;930100;glicynia kwiecista;Wisteria floribunda;K;glicynia;;;;NA;L;NA;493;;;;NA;NA;NA;4;;;;
217;GLE.TR.IN;860101;iglicznia trójcierniowa;Gleditsia triacanthos Inermis;D;iglicznia;odm.bezbronna;;;NA;L;NA;494;;;;NA;20;30;4;;;;
218;GŁG;750100;głóg jednoszyjkowy;Crataegus monogyna;K;głóg;;;BRZ;NA;L;NA;66;;;;NA;NA;NA;4;;;;
219;GŁG.D;750200;głóg dwuszyjkowy;Crataegus oxyacantha;K;głóg;;;;NA;L;NA;495;;;;NA;NA;NA;4;;;;
220;GŁG.DL;750500;głóg długocierniowy;Crataegus macracantha;K;głóg;;;;NA;L;NA;496;;;;NA;NA;NA;4;;;;
221;GŁG.K;750700;głóg kropkowany;Crataegus punctata;K;głóg;;;;NA;L;NA;497;;;;NA;NA;NA;4;;;;
222;GŁG.l;750600;głóg Lavallego;Crataegus lavallei;K;głóg;;;;NA;L;NA;498;;;;NA;NA;NA;4;;;;
223;GŁG.O;750400;głóg ostrogowy;Crataegus crus-galli;K;głóg;;;;NA;L;NA;499;;;;NA;NA;NA;4;;;;
224;GŁG.S;750300;głóg szkarłatny;Crataegus coccinea;K;głóg;;;;NA;L;NA;500;;;;NA;NA;NA;4;;;;
225;GŁK.K;740100;głogownik kosmaty;Photinia villosa;K;głogownik;;;;NA;L;NA;501;;;;NA;NA;NA;4;;;;
226;GŁW.C;100100;głowocis chiński;Cephalotaxus fortunei;D;głowocis;;;;NA;I;NA;502;;;;NA;20;30;4;;;;
227;GŁW.J;100200;głowocis japoński;Cephalotaxus harringtonia;D;głowocis;;;;NA;I;NA;503;;;;NA;20;30;4;;;;
228;GR;700100;grusza pospolita;Pyrus communis;D;grusza;;BRZ;BRZ;NA;L;NA;81;BRZ;BRZ;OS;50;15;20;4;BRZ;BRZ;BRZ;BRZ
229;GR.O;700300;grusza oliwnikowa;Pyrus elaeagrifolia;D;grusza;;BRZ;BRZ;NA;L;NA;504;BRZ;BRZ;;NA;15;20;4;BRZ;BRZ;BRZ;BRZ
230;GR.W;700200;grusza wierzbolistna;Pyrus salicifolia;D;grusza;;BRZ;BRZ;NA;L;NA;505;BRZ;BRZ;;NA;15;20;4;BRZ;BRZ;BRZ;BRZ
231;GRJ.J;520100;grujecznik japoński;Cercidiphyllum japonicum;D;grujecznik;;;;NA;L;NA;506;;;;NA;15;20;4;;;;
232;HAM.JA.FP;600301;oczar japonski;Hamamelis japonica flavo-purp.;K;oczar;odm.złotopurpurowa;;;NA;L;NA;507;;;;NA;NA;NA;4;;;;
233;HOR.B;570300;hortensja bukietowa;Hydrangea paniculata;K;hortensja;;;;NA;L;NA;508;;;;NA;NA;NA;4;;;;
234;HOR.K;570200;hortensja krzewiasta;Hydrangea arborescens;K;hortensja;;;;NA;L;NA;509;;;;NA;NA;NA;4;;;;
235;HOR.O;570100;hortensja ogrodowa;Hydrangea macrophylla;K;hortensja;;;;NA;L;NA;510;;;;NA;NA;NA;4;;;;
236;HOR.P;570400;hortensja pnąca;Hydrangea petiolaris;K;hortensja;;;;NA;L;NA;511;;;;NA;NA;NA;4;;;;
237;HYD.AR.GR;570201;hortensja krzewiasta;Hydrangea arborescens Grandif.;K;hortensja;"odm.""""Grandiflora""""";;;NA;L;NA;512;;;;NA;NA;NA;4;;;;
238;HYD.PA.GR;570301;hortensja bukietowa;Hydrangea paniculata Grandifl.;K;hortensja;"odm.""""Grandiflora""""";;;NA;L;NA;513;;;;NA;NA;NA;4;;;;
239;IGL.T;860100;iglicznia trójcierniowa;Gleditsia triacanthos;D;iglicznia;;;;NA;L;NA;514;;;;NA;20;30;4;;;;
240;IRG;770400;irga pospolita;Cotoneaster integerrima;K;irga;;;;NA;L;NA;515;;;;NA;NA;NA;4;;;;
241;IRG.B;771000;irga błyszcząca;Cotoneaster lucida;K;irga;;;;NA;L;NA;516;;;;NA;NA;NA;4;;;;
242;IRG.C;770600;irga czarna;Cotoneaster melanocarpa;K;irga;;;;NA;L;NA;517;;;;NA;NA;NA;4;;;;
